frame_nr,time,measurement_available,x,y,state1,state2,state3,state4,state5
0.0,0.0,0.0,-5.597904766082419,25.81437553894074,-5.597904766082419,25.81437553894074,6.113373949524912,-5.606540015473928,-0.2819147796067344
1.0,0.04,0.0,-5.488840953856857,25.83759431009768,-5.488840953856857,25.83759431009768,6.11433447760355,-5.61996361808033,-0.27915366897711313
2.0,0.08,0.0,-5.374176339961872,25.854320832497514,-5.374176339961872,25.854320832497514,6.115028499036765,-5.631838598388488,-0.275893303139861
3.0,0.12,0.0,-5.2624479761385095,25.87692504204345,-5.2624479761385095,25.87692504204345,6.114807965876946,-5.641857583077594,-0.2723291341560066
4.0,0.16,0.0,-5.147414817497009,25.893184520869802,-5.147414817497009,25.893184520869802,6.113911491106719,-5.6499579940775355,-0.26871577513212447
5.0,0.2,0.0,-5.032195508078575,25.909900515651888,-5.032195508078575,25.909900515651888,6.111227303613245,-5.656149293290638,-0.2651085461968411
6.0,0.24,0.0,-4.912126556192692,25.92516083325876,-4.912126556192692,25.92516083325876,6.107152940079315,-5.660503047037012,-0.26175577456370686
7.0,0.28,0.0,-4.7924799492020576,25.94142955738258,-4.7924799492020576,25.94142955738258,6.099732905290162,-5.663110715535796,-0.25862213611939094
8.0,0.32,0.0,-4.669342485354527,25.957770510658086,-4.669342485354527,25.957770510658086,6.089621636041961,-5.664136796050418,-0.2560472984492774
9.0,0.36,0.0,-4.549832163921672,25.972478388730643,-4.549832163921672,25.972478388730643,6.073308788174459,-5.663724439929477,-0.25391701110771914
10.0,0.4,1.0,-4.425855362159066,25.985443798574902,-4.425855362159066,25.985443798574902,6.051883524987538,-5.662014037103247,-0.25235121174021713
11.0,0.44,1.0,-4.302424728173614,26.00286189929339,-4.302424728173614,26.00286189929339,6.018976330317314,-5.659117890274243,-0.25122725968161774
12.0,0.48,1.0,-4.058571225946328,26.039673262375118,-4.058571225946328,26.039673262375118,5.9701325816885795,-5.664015492994565,-0.24889983990571612
13.0,0.52,1.0,-3.8188306342947413,26.07740503707591,-3.8188306342947413,26.07740503707591,5.893484387237423,-5.665898601565392,-0.24718278291964255
14.0,0.56,1.0,-3.574281285493065,26.121260455917184,-3.574281285493065,26.121260455917184,5.789455317789274,-5.664912093961584,-0.24602594872465566
15.0,0.6,1.0,-3.335892188536453,26.16232368099802,-3.335892188536453,26.16232368099802,5.658034673461366,-5.660880539961179,-0.2453767626922722
16.0,0.64,1.0,-3.090658930906037,26.214453631033543,-3.090658930906037,26.214453631033543,5.500093491903895,-5.654060430075576,-0.24518831293760882
17.0,0.68,1.0,-2.851811466690322,26.255784364986955,-2.851811466690322,26.255784364986955,5.3156204555103415,-5.644065951792289,-0.24540818243323806
18.0,0.72,1.0,-2.6179070216574103,26.297750912039703,-2.6179070216574103,26.297750912039703,5.106370273410594,-5.63127478146164,-0.24599530402787337
19.0,0.76,1.0,-2.3912974121982677,26.32638323539649,-2.3912974121982677,26.32638323539649,4.872415014563286,-5.616065633572117,-0.2468976086778018
20.0,0.8,1.0,-2.1571547247859115,26.360632092674432,-2.1571547247859115,26.360632092674432,4.617291871965958,-5.5987579332163095,-0.248071775970479
21.0,0.84,1.0,-1.9290872062531297,26.384840621099478,-1.9290872062531297,26.384840621099478,4.3411926057358325,-5.579753826359091,-0.24987661924251764
22.0,0.88,1.0,-1.7006278009863067,26.412922267808124,-1.7006278009863067,26.412922267808124,4.051224033384191,-5.559410903916385,-0.2522250696493141
23.0,0.92,1.0,-1.473509316814865,26.43235936886556,-1.473509316814865,26.43235936886556,3.747810795262707,-5.538186193050387,-0.25506672288804116
24.0,0.96,1.0,-1.2490314389500552,26.455935653813146,-1.2490314389500552,26.455935653813146,3.445207847400295,-5.5164090240327734,-0.2582825265336549
25.0,1.0,1.0,-1.0219038006696874,26.47829567429529,-1.0219038006696874,26.47829567429529,3.1442940523942626,-5.494347398522605,-0.2618251287597975
26.0,1.04,1.0,-0.8001151207468163,26.49995352037119,-0.8001151207468163,26.49995352037119,2.8450351593628307,-5.47222890790165,-0.26550915633628264
27.0,1.08,1.0,-0.580146692199025,26.51836104323818,-0.580146692199025,26.51836104323818,2.549204628648866,-5.450216119935108,-0.2692927034806295
28.0,1.12,1.0,-0.3655901429735756,26.53476307648067,-0.3655901429735756,26.53476307648067,2.256742839494014,-5.42837518284088,-0.2728577839362206
29.0,1.16,1.0,-0.14713903736998235,26.550501731318786,-0.14713903736998235,26.550501731318786,1.9712152300811208,-5.406728794365675,-0.27615941525014265
30.0,1.2,1.0,0.06772684795577504,26.565069124238924,0.06772684795577504,26.565069124238924,1.692516718443019,-5.385266359366452,-0.27902418255778494
31.0,1.24,1.0,0.2810098952475112,26.575236282199057,0.2810098952475112,26.575236282199057,1.4277940170387602,-5.363983797445765,-0.28136207776256067
32.0,1.28,1.0,0.48497032386077904,26.581208204197644,0.48497032386077904,26.581208204197644,1.176836058693146,-5.342804930149709,-0.28282626672795075
33.0,1.32,1.0,0.6891350614630418,26.585453479899513,0.6891350614630418,26.585453479899513,0.9539368049105288,-5.321642147401244,-0.2832368121848986
34.0,1.36,1.0,0.8923754237774961,26.581188035478796,0.8923754237774961,26.581188035478796,0.7586738362899779,-5.300385860628683,-0.2826672642726019
35.0,1.4000000000000001,1.0,1.0999828913363001,26.575609146532475,1.0999828913363001,26.575609146532475,0.5910691990865375,-5.2789692709150104,-0.28123914144049184
36.0,1.44,1.0,1.3027172099950295,26.56113974211284,1.3027172099950295,26.56113974211284,0.4502569843668914,-5.257306776853467,-0.2790315190066476
37.0,1.48,1.0,1.5144516487283022,26.549072648717903,1.5144516487283022,26.549072648717903,0.3362620273578627,-5.23530552640254,-0.27621488843125097
38.0,1.52,1.0,1.7242571743763495,26.528658655039028,1.7242571743763495,26.528658655039028,0.24732450730999087,-5.212884237144392,-0.27287024105722596
39.0,1.56,1.0,1.940251935224915,26.518037611686225,1.940251935224915,26.518037611686225,0.18347379366851016,-5.189996756069727,-0.26925806375535755
40.0,1.6,1.0,2.1496254065892293,26.50524524303977,2.1496254065892293,26.50524524303977,0.14116391126801486,-5.166644653704607,-0.2654700283951902
41.0,1.6400000000000001,1.0,2.366021174367372,26.495392224105796,2.366021174367372,26.495392224105796,0.12041758989307252,-5.142842212074585,-0.26152904829729584
42.0,1.68,1.0,2.5790612164047237,26.482467225898866,2.5790612164047237,26.482467225898866,0.1141085400500027,-5.118613693241092,-0.25758182158647686
43.0,1.72,1.0,2.7945253981512934,26.47181651226551,2.7945253981512934,26.47181651226551,0.12224597720172223,-5.094050566589167,-0.2536393264470568
44.0,1.76,1.0,3.0062608492513134,26.45666739731869,3.0062608492513134,26.45666739731869,0.13055666730236348,-5.069291229404847,-0.24996331569608105
45.0,1.8,1.0,3.213691649906771,26.441183669202633,3.213691649906771,26.441183669202633,0.13903265540462822,-5.044528952491489,-0.24654864358132572
46.0,1.84,1.0,3.4250112417987943,26.42079576744922,3.4250112417987943,26.42079576744922,0.14766033245649912,-5.019941425238918,-0.2433617510125107
47.0,1.8800000000000001,1.0,3.6352726635294466,26.403071188113813,3.6352726635294466,26.403071188113813,0.1564179465023329,-4.9957617819070785,-0.24039331358730961
48.0,1.92,1.0,3.8472019141226874,26.382727198491615,3.8472019141226874,26.382727198491615,0.16528608932462183,-4.972227420257861,-0.23759112596921614
49.0,1.96,1.0,4.054203990610819,26.363705913888055,4.054203990610819,26.363705913888055,0.1742391444312295,-4.949604430023332,-0.23496435806774968
50.0,2.0,1.0,4.257123986274086,26.344110954052702,4.257123986274086,26.344110954052702,0.1832521739144544,-4.928146341085429,-0.23244672780792755
51.0,2.04,1.0,4.450742614874573,26.323139091099144,4.450742614874573,26.323139091099144,0.18877200979266553,-4.65990291005557,-0.21773164660911629
52.0,2.08,1.0,4.644507250195845,26.29955069389651,4.644507250195845,26.29955069389651,0.19418123447107705,-4.393843593365053,-0.20339156123988503
53.0,2.12,1.0,4.838523481708641,26.274227364813186,4.838523481708641,26.274227364813186,0.19952622022218844,-4.130172319326723,-0.1896452335513907
54.0,2.16,1.0,5.029381549091636,26.248426738428854,5.029381549091636,26.248426738428854,0.20479407446772413,-3.8690602959765967,-0.1764457274451223
55.0,2.2,1.0,5.216128487036566,26.22247733371326,5.216128487036566,26.22247733371326,0.21000090324996773,-3.6106134575571738,-0.1637377629181592
56.0,2.24,1.0,5.40244291802234,26.190822437638456,5.40244291802234,26.190822437638456,0.21513669288249235,-3.354896213658816,-0.15146093956047074
57.0,2.2800000000000002,1.0,5.584500704978011,26.159188495047356,5.584500704978011,26.159188495047356,0.22020727378397392,-3.101955648589116,-0.1395681822478007
58.0,2.32,1.0,5.771259328005496,26.129991170624542,5.771259328005496,26.129991170624542,0.2252086763406432,-2.8517653287881752,-0.12798956773144146
59.0,2.36,1.0,5.951274307985467,26.09657032088735,5.951274307985467,26.09657032088735,0.2301410891522675,-2.604253522477167,-0.11655801823184897
60.0,2.4,1.0,6.1356405176703595,26.058293412183975,6.1356405176703595,26.058293412183975,0.2350003291532084,-2.3592714675877047,-0.10518897530092634
61.0,2.44,1.0,6.317202745468828,26.016380729253296,6.317202745468828,26.016380729253296,0.23978549188587003,-2.116650931799335,-0.09380998070619612
62.0,2.48,1.0,6.495761559650579,25.975255089813295,6.495761559650579,25.975255089813295,0.2444947301232329,-1.8761744963454543,-0.08229741825130245
63.0,2.52,1.0,6.671514914147018,25.93229386529124,6.671514914147018,25.93229386529124,0.249127017323358,-1.6375882646253064,-0.07064295685863041
64.0,2.56,1.0,6.846609665220119,25.89163844149477,6.846609665220119,25.89163844149477,0.2536768079347011,-1.400602002426718,-0.05861895359686229
65.0,2.6,1.0,7.02317691894837,25.845324443196468,7.02317691894837,25.845324443196468,0.2581476439268454,-1.164901039490415,-0.04626867740512069
66.0,2.64,1.0,7.192543173833951,25.805691506999516,7.192543173833951,25.805691506999516,0.26254463986818266,-0.9301789890462121,-0.03366570635916625
67.0,2.68,1.0,7.366328919766498,25.75757870393782,7.366328919766498,25.75757870393782,0.2668758273825057,-0.6961167986927954,-0.020883529997241506
68.0,2.72,1.0,7.535463958190552,25.7144396078286,7.535463958190552,25.7144396078286,0.2711510881072646,-0.46239186726045867,-0.008009906673777795
69.0,2.7600000000000002,1.0,7.710383836382741,25.662136438435358,7.710383836382741,25.662136438435358,0.2753785700328644,-0.22870051896074556,0.004869363116053871
70.0,2.8000000000000003,1.0,7.882252234503601,25.611642307725496,7.882252234503601,25.611642307725496,0.27956825443681854,0.005224485437822657,0.017664049762005272
71.0,2.84,1.0,8.065040636743877,25.554201540867894,8.065040636743877,25.554201540867894,0.2872493241421057,-0.008577173802826276,0.01791767050226065
72.0,2.88,1.0,8.24657323360177,25.49938131263385,8.24657323360177,25.49938131263385,0.2950205540107981,-0.021165939145888178,0.018199831887009597
73.0,2.92,1.0,8.429284600784126,25.436093752972436,8.429284600784126,25.436093752972436,0.30281746178145375,-0.032399210967971534,0.018464846456946883
74.0,2.96,1.0,8.612132172132924,25.37378793334668,8.612132172132924,25.37378793334668,0.31063294725566126,-0.042154185661192,0.018691707065983932
75.0,3.0,1.0,8.798775125603456,25.308492982867538,8.798775125603456,25.308492982867538,0.31842933293760034,-0.05036901506486049,0.018854241016892034
76.0,3.04,1.0,8.981619203563094,25.24640318618699,8.981619203563094,25.24640318618699,0.32619763842189176,-0.05700725677508818,0.01894650234986326
77.0,3.08,1.0,9.170521731065346,25.18071213767356,9.170521731065346,25.18071213767356,0.3339129181252737,-0.06206616438723509,0.01896559204572536
78.0,3.12,1.0,9.351195702585159,25.11863080310375,9.351195702585159,25.11863080310375,0.3415665212603107,-0.06557761333384877,0.01892239042157818
79.0,3.16,1.0,9.538564862075573,25.05271386190938,9.538564862075573,25.05271386190938,0.3491373867721673,-0.06761211323825911,0.018699055478299698
80.0,3.2,1.0,9.718475311055977,24.98988196007486,9.718475311055977,24.98988196007486,0.3566192671256133,-0.06828111833310273,0.018325708783963363
81.0,3.24,1.0,9.90248032063962,24.92220124689504,9.90248032063962,24.92220124689504,0.3639981655410979,-0.06769768866776109,0.017771470874982032
