0	6.0	-18.218654817449632	-19.10885918286958	3.804083599470177	1.5676037466563897	2.326222	0.22501537	Trajectory_0
0	5.0	-17.758224966569347	19.990386358139	3.7406644867373777	1.550578593078424	0.73856026	0.24996051	Trajectory_1
0	5.0	7.230704165938715	-25.648034998957694	4.664518657424911	1.802351449905536	0.29263288	0.30431074	Trajectory_2
0	6.0	-11.920111956741852	-23.91721827939805	3.9239781085391536	1.2968961791658793	-0.5047721	0.1632209	Trajectory_3
0	6.0	27.143049128791564	-1.8815415960099768	3.9469808352301055	1.3152898720393122	1.5369418	0.1637437	Trajectory_4
0	6.0	-4.86803415850266	-26.231768781182936	5.066668783966184	1.7196242035715814	-0.014164865	0.2702718	Trajectory_5
0	6.0	-24.46123685203512	9.045835687925022	5.005167646645424	1.9328576104266757	1.2785566	0.22272454	Trajectory_6
0	5.0	21.114811720173343	15.694030236632647	4.666754073902768	2.1788685786837534	2.1611915	0.35834658	Trajectory_7
0	6.0	25.63101594866652	5.510050821939386	4.474595596945545	1.507598125057424	1.8654184	0.16861734	Trajectory_8
0	5.0	-24.08077058101631	-11.378584156489731	4.833196667656214	1.8432745139800624	2.1187258	0.20723417	Trajectory_9
0	5.0	-26.32883559460168	-3.1203916594001933	4.776914191304789	1.8724260916541	1.7014954	0.2238242	Trajectory_10
0	7.0	-7.023385335052505	25.407944324116308	4.551121342678759	1.7943241194927448	0.3482594	0.3349829	Trajectory_11
0	14.0	0.0842814798838295	-2.6485328778596084	2.076763431866885	1.13040472404175	-0.49585208	0.061467715	Trajectory_12
0	7.0	8.865592299989657	24.347003667609563	4.431803138218776	1.4262557986794595	-0.37635422	0.08323747	Trajectory_13
0	5.0	21.458314522113756	-15.89093489597838	4.628587836410342	2.0586879166628496	1.0529542	0.26269963	Trajectory_14
0	6.0	21.25248994420033	29.00551970739983	3.8154918350775593	0.889542369261361	-0.44168398	0.071100466	Trajectory_15
0	3.0	-52.90264449347698	28.731878493392102	2.406775935571744	0.982564281974351	0.49007493	0.05147365	Trajectory_16
0	1.0	-48.707273214897874	30.478933814213708	2.350107058029041	1.2740263918826016	0.016287684	0.05225716	Trajectory_17
1	5.0	7.058121843651419	-25.50026724100272	4.405653591614796	1.8189362877214776	0.32698208	0.40767628	Trajectory_2
1	5.0	-18.421437323883705	-18.81704686807499	3.4555338442803287	1.5337613836802015	-0.58227634	0.25590652	Trajectory_0
1	14.0	0.050492524614384	-2.4486085861591578	2.172734548965228	1.0969414859833444	-0.4785675	0.07078081	Trajectory_12
