frame_nr,time,measurement_available,use_hbb,x,y,state1,state2,state3,state4,state5
0.0,0.0,0.0,False,-18.643956993839716,-18.79965324159627,-18.526738707569237,-18.94468436665008,4.018814262128765,-3.8516990277368532,0.2815964023577281
1.0,0.04,0.0,False,-18.670464053886267,-18.767244417342503,-18.563035676393678,-18.895429847933272,4.019432211781249,-3.852668383757231,0.27957912268432655
2.0,0.08,0.0,False,-18.697223766596835,-18.734540657169326,-18.61251090914046,-18.833906739404995,4.020107736291934,-3.8519266190641446,0.27537220916886446
3.0,0.12,0.0,False,-18.72374249413139,-18.70150901340442,-18.668471435477958,-18.77391688994359,4.020814373381719,-3.849417053717513,0.2717547395805335
4.0,0.16,0.0,False,-18.750454235323755,-18.66851875911422,-18.717739659923467,-18.70940248457345,4.021597548362712,-3.845264402662873,0.26436754290841186
5.0,0.2,0.0,False,-18.777005579344618,-18.63549896410623,-18.775245574533482,-18.64057912107223,4.022526619041871,-3.8396655749950845,0.2578440547512639
6.0,0.24,0.0,False,-18.828611852370365,-18.571737800954963,-18.82950641416557,-18.572791471819894,4.02348496160949,-3.8328572233329954,0.24469134412372384
7.0,0.28,0.0,False,-18.886117938660185,-18.50147177706535,-18.884541755570815,-18.505614335957112,4.024287560983565,-3.825112597840205,0.2328472597549596
8.0,0.32,0.0,False,-18.94881029880749,-18.425748368517688,-18.935892314407816,-18.437255863285174,4.025165932983967,-3.8166996701685036,0.22249129067724951
9.0,0.36,0.0,False,-19.015100666790534,-18.344974547532733,-18.99085990605504,-18.37160647050242,4.025923497935501,-3.8078352195010785,0.2130427779669248
10.0,0.4,1.0,False,-19.085857956391468,-18.258998207917763,-19.042519019553225,-18.3053010140263,4.026775640309044,-3.798680105658163,0.20479236693591743
11.0,0.44,1.0,False,-19.160317020821076,-18.16843584748281,-19.094407710852497,-18.243311571986165,4.027522762884428,-3.7893643095853013,0.19710584797056271
12.0,0.48,1.0,False,-19.239058512688686,-18.073073053112214,-19.19560262558167,-18.12250358514758,4.029113397174971,-3.7790928900358933,0.18535077982009646
13.0,0.52,1.0,False,-19.321926558639746,-17.973360921836097,-19.30212687076088,-18.000949245380625,4.03061264839002,-3.7668871964879407,0.17318282115333256
