frame_nr,time,measurement_available,x,y,state1,state2,state3,state4,state5
0.0,0.0,0.0,22.219986121479902,-14.57662780535817,22.219986121479902,-14.57662780535817,2.191076716336048,-4.20791019380988,-0.2797447626570972
1.0,0.04,0.0,22.171735789246277,-14.643707991044973,22.171735789246277,-14.643707991044973,2.1937414811053992,-4.214644082544444,-0.27634865288868815
2.0,0.08,0.0,22.125102694728593,-14.715694138690838,22.125102694728593,-14.715694138690838,2.1964901251012283,-4.220146250143051,-0.27225695626713214
3.0,0.12,0.0,22.07908281026725,-14.78704306166829,22.07908281026725,-14.78704306166829,2.199309301874646,-4.224286602566061,-0.26768826021377023
4.0,0.16,0.0,22.03079776946622,-14.860269189862038,22.03079776946622,-14.860269189862038,2.202186541379638,-4.227066588698868,-0.2628331743759901
5.0,0.2,0.0,21.981457348134118,-14.934946662149587,21.981457348134118,-14.934946662149587,2.2051209187751897,-4.2285676548472635,-0.25778297929254157
6.0,0.24,0.0,21.93225131666539,-15.007939423402602,21.93225131666539,-15.007939423402602,2.2080985107094024,-4.228947371812151,-0.25267258027170636
7.0,0.28,0.0,21.881715605697728,-15.0795130075468,21.881715605697728,-15.0795130075468,2.2111151094331594,-4.228393973385237,-0.2475253712802991
8.0,0.32,0.0,21.832263844740694,-15.150963635557567,21.832263844740694,-15.150963635557567,2.214155131924726,-4.227107534314775,-0.2424803626243812
9.0,0.36,0.0,21.78113132630215,-15.22122358657628,21.78113132630215,-15.22122358657628,2.2172172526347538,-4.225267396738823,-0.23752331029733176
10.0,0.4,1.0,21.729777401551104,-15.294581901413801,21.729777401551104,-15.294581901413801,2.2202919047662677,-4.223030420574557,-0.23286147886359182
11.0,0.44,1.0,21.677729953086914,-15.364406952893068,21.677729953086914,-15.364406952893068,2.2233806501191853,-4.220547303698673,-0.22844195478283758
12.0,0.48,1.0,21.579910047913366,-15.50667768130541,21.579910047913366,-15.50667768130541,2.2290437714755593,-4.222358035219734,-0.22140074929188178
13.0,0.52,1.0,21.481047166630837,-15.647862841887818,21.481047166630837,-15.647862841887818,2.2348911875851383,-4.222838531758747,-0.2145643748128437
14.0,0.56,1.0,21.380065327812485,-15.78851279118302,21.380065327812485,-15.78851279118302,2.2409187667188677,-4.22221469491255,-0.20790330656302203
15.0,0.6,1.0,21.276638367698286,-15.929862078717509,21.276638367698286,-15.929862078717509,2.247089674058386,-4.220525162149459,-0.20143979431564052
16.0,0.64,1.0,21.173501786825398,-16.06893412846096,21.173501786825398,-16.06893412846096,2.2533891618991695,-4.218108073812025,-0.1951431658811533
17.0,0.68,1.0,21.069075480416775,-16.205516322898294,21.069075480416775,-16.205516322898294,2.259750463010988,-4.214808210229706,-0.1890896034393412
18.0,0.72,1.0,20.965778370846675,-16.34073820219629,20.965778370846675,-16.34073820219629,2.2661542492407487,-4.2109931436526455,-0.18325089253196983
19.0,0.76,1.0,20.86154419002098,-16.481226563310628,20.86154419002098,-16.481226563310628,2.272575283570407,-4.20700840137419,-0.17781221002180345
20.0,0.8,1.0,20.75788194823297,-16.619192967208697,20.75788194823297,-16.619192967208697,2.279000499605557,-4.203156603659876,-0.17273630425608813
21.0,0.84,1.0,20.6543825481306,-16.756696662604597,20.6543825481306,-16.756696662604597,2.285419903519639,-4.199761580046117,-0.1684131985811848
22.0,0.88,1.0,20.54922244875204,-16.890100154321285,20.54922244875204,-16.890100154321285,2.291825202644136,-4.197082466977552,-0.16478692202722015
23.0,0.92,1.0,20.44248016285358,-17.02346423329852,20.44248016285358,-17.02346423329852,2.2982082061834292,-4.195433440654062,-0.16181983405017542
24.0,0.96,1.0,20.335275255691883,-17.15267628323749,20.335275255691883,-17.15267628323749,2.3045606457731562,-4.195045530529746,-0.15945153042890908
25.0,1.0,1.0,20.226673595562907,-17.281083562861987,20.226673595562907,-17.281083562861987,2.310871983723999,-4.1960801841090225,-0.15765689095075397
26.0,1.04,1.0,20.11903892553076,-17.40800487232607,20.11903892553076,-17.40800487232607,2.3171430651555607,-4.198598357824806,-0.15636443535005295
27.0,1.08,1.0,20.010680496816374,-17.53641601209653,20.010680496816374,-17.53641601209653,2.3233734779160007,-4.202581137930483,-0.15556850110399634
28.0,1.12,1.0,19.90267935079345,-17.66316910333581,19.90267935079345,-17.66316910333581,2.329573046430794,-4.207941898496183,-0.1551639721134667
29.0,1.16,1.0,19.794475785910553,-17.789787792328728,19.794475785910553,-17.789787792328728,2.3357465935961743,-4.2145765051902195,-0.1551592712831027
30.0,1.2,1.0,19.686704504629937,-17.912627968565058,19.686704504629937,-17.912627968565058,2.3419094178594877,-4.2223617804105045,-0.1553591985843233
31.0,1.24,1.0,19.578497852125462,-18.037563564128636,19.578497852125462,-18.037563564128636,2.3480690341560653,-4.231146429127002,-0.15579017829931505
32.0,1.28,1.0,19.469814633822175,-18.160319958475363,19.469814633822175,-18.160319958475363,2.3542319507852514,-4.240747994259058,-0.1560644070600235
