frame_nr,time,measurement_available,use_hbb,x,y,state1,state2,state3,state4,state5
0.0,0.0,0.0,False,17.320825304018747,-20.054190684612184,17.492668414208847,-19.89416751624817,2.4764117855364725,-4.6027782160434985,0.28411775617124635
1.0,0.04,0.0,False,17.28600472512735,-20.086132239592242,17.421521313918248,-19.960415283147615,2.4789648812187486,-4.611572393609781,0.28267078649965754
2.0,0.08,0.0,False,17.2508226768578,-20.118040110610433,17.35396862149651,-20.02255744117303,2.481435380105037,-4.619329308621226,0.2795787825983827
3.0,0.12,0.0,False,17.21531911430875,-20.14970998004249,17.287712855304637,-20.086488088399193,2.4839339241904876,-4.6259084180346255,0.27698139523030874
4.0,0.16,0.0,False,17.179545652558822,-20.181139050602773,17.218936576215313,-20.148437644132798,2.486323944053007,-4.631289678068786,0.27155447154028645
5.0,0.2,0.0,False,17.143385783017266,-20.212243766752035,17.150144042968936,-20.213078134572303,2.4886754236314252,-4.63554524291814,0.26686723526296957
6.0,0.24,0.0,False,17.07191790180133,-20.274708419508162,17.077081251778942,-20.277781569472573,2.4910046576714477,-4.638800039194437,0.25720764585636363
7.0,0.28,0.0,False,16.993898938260426,-20.342066700906106,17.00454833897096,-20.34139520773779,2.493201046220709,-4.641189147178908,0.24869309763512013
8.0,0.32,0.0,False,16.90849964005397,-20.414805398265234,16.931290613916328,-20.403068935498975,2.4953122309121034,-4.64283638827474,0.2411204607122168
9.0,0.36,0.0,False,16.815692983606013,-20.492794972951728,16.857584496809466,-20.464000685645317,2.497545171898421,-4.64385729210466,0.2346301209432981
10.0,0.4,1.0,False,16.715608809563097,-20.57610570117225,16.78178708760172,-20.523290928244627,2.4998674468038002,-4.644364296355374,0.2289774602978605
11.0,0.44,1.0,False,16.60836137433731,-20.664379048396984,16.7065217208336,-20.58127869656555,2.5023060660443113,-4.644459832600726,0.22408252138499368
12.0,0.48,1.0,False,16.494259606065125,-20.75744725464472,16.563312714968266,-20.701356378524988,2.507081825572354,-4.650706063196305,0.21621383507048622
13.0,0.52,1.0,False,16.373323608725972,-20.855037046309356,16.41457634122552,-20.82268311212342,2.5120738570866274,-4.6554609638763615,0.20848316204539188
14.0,0.56,1.0,False,16.245511871639252,-20.957231148784633,16.266839634377117,-20.94437340995062,2.517226183293555,-4.65884896132256,0.2008578502444454
15.0,0.6,1.0,False,16.11078581417052,-21.064061254000624,16.11801066174325,-21.064855654558542,2.522599531427454,-4.660778684054386,0.19343654884888178
16.0,0.64,1.0,False,15.969264970895582,-21.175769986281868,15.970422255485246,-21.1840849540444,2.5280785331003885,-4.661464424123203,0.18614421166581238
17.0,0.68,1.0,False,15.820798297006412,-21.292430706948537,15.821961800784871,-21.301531838197725,2.5337676921410464,-4.660595641440643,0.17916364464087295
18.0,0.72,1.0,False,15.67125066651676,-21.40839767540609,15.67425236824037,-21.41488291604876,2.53979525255511,-4.658450713559381,0.1729788671432317
19.0,0.76,1.0,False,15.521307419907037,-21.523321271875663,15.525361505962357,-21.527204062727012,2.5460989446614035,-4.65531020826838,0.1672948541063447
20.0,0.8,1.0,False,15.37073950871829,-21.6370263006371,15.375597864653376,-21.63913184302125,2.5525643008799475,-4.651406369575112,0.16244505685606905
21.0,0.84,1.0,False,15.219683031536835,-21.7493629353844,15.22505781157741,-21.752086983338266,2.559151918567987,-4.6469768162139715,0.15791099451013146
22.0,0.88,1.0,False,15.067859391200374,-21.860469641475074,15.073388308052746,-21.864546623898928,2.5658946968347154,-4.642211424192679,0.15484523473981854
23.0,0.92,1.0,False,14.915363146669067,-21.970371821659935,14.91828877958211,-21.976993031558077,2.5727627455598685,-4.63738434989985,0.1522002398107358
24.0,0.96,1.0,False,14.76239898466323,-22.079240375089007,14.76520062851856,-22.086842673288754,2.5797669713355433,-4.63273126703014,0.15167552514745364
25.0,1.0,1.0,False,14.609058072170505,-22.18722672357936,14.610592611300925,-22.195128726326377,2.5869279965007923,-4.6284188117858385,0.15128453003718575
26.0,1.04,1.0,False,14.455405001856208,-22.294284079463015,14.456389412747233,-22.30055863677891,2.5941131890654283,-4.624558435399274,0.1549529928318052
27.0,1.08,1.0,False,14.301193499848841,-22.40027987195057,14.300362211784147,-22.40625872104176,2.601524906307538,-4.621223002530971,0.1587385970271316
28.0,1.12,1.0,False,14.146952098860693,-22.504849833246546,14.144503110940486,-22.510455820231204,2.6089203644847254,-4.61847029806472,0.16218536631322666
