0	[[[2053.8    1038.6001  701.76  ]]]
1	[[[2052.6    1038.6001  701.84  ]]]
2	[[[2051.4001  1038.6001   923.04004]]]
3	[[[2052.6     1039.8      929.80005]]]
4	[[[2051.4001  1038.6001   923.04004]]]
5	[[[2050.2002 1042.2001  926.88  ]]]
6	[[[2052.6  1039.8   929.48]]]
7	[[[2053.8    1036.2001  699.52  ]]]
8	[[[2051.4001  1037.4      939.80005]]]
9	[[[2052.6 1037.4  697.6]]]
10	[[[2052.6  1041.    699.76]]]
11	[[[2051.4001 1039.8     930.2   ]]]
12	[[[2050.2002 1037.4     929.24  ]]]
13	[[[2051.4001 1039.8     929.88  ]]]
14	[[[2051.4001 1037.4     701.96  ]]]
15	[[[2052.6    1038.6001  701.04  ]]]
16	[[[2049.     1036.2001  700.16  ]]]
17	[[[2052.6  1037.4   697.16]]]
18	[[[2051.4001 1039.8     930.52  ]]]
19	[[[2050.2002 1038.6001  929.32  ]]]
20	[[[2051.4001 1039.8     929.64  ]]]
21	[[[2052.6  1041.    699.64]]]
22	[[[2051.4001 1038.6001  702.28  ]]]
23	[[[2055.      1041.       926.56006]]]
24	[[[2051.4001 1039.8     923.6   ]]]
25	[[[2052.6    1038.6001  697.56  ]]]
26	[[[2052.6    1038.6001  701.84  ]]]
27	[[[2052.6 1039.8  701.8]]]
28	[[[2051.4001 1041.      929.32  ]]]
29	[[[2052.6  1041.    929.88]]]
30	[[[2051.4001 1039.8     923.2   ]]]
31	[[[2056.2002  1042.2001   926.92004]]]
32	[[[2052.6  1041.    702.16]]]
33	[[[2047.8  1041.    926.32]]]
34	[[[2052.6  1041.    701.96]]]
35	[[[2053.8    1042.2001  930.6   ]]]
36	[[[2053.8  1043.4   699.56]]]
37	[[[2052.6  1041.    701.84]]]
38	[[[2053.8  1041.    697.28]]]
39	[[[2051.4001 1042.2001  929.64  ]]]
40	[[[2050.2002  1044.6001   926.56006]]]
41	[[[2052.6 1041.   701.8]]]
42	[[[2051.4001 1041.      922.96  ]]]
43	[[[2052.6    1042.2001  697.92  ]]]
44	[[[2051.4001 1041.      923.36  ]]]
45	[[[2051.4001  1042.2001   928.80005]]]
46	[[[2053.8  1041.    697.36]]]
47	[[[2052.6  1041.    701.72]]]
48	[[[2053.8    1044.6001  699.56  ]]]
49	[[[2051.4001 1042.2001  923.28  ]]]
50	[[[2052.6    1042.2001  701.88  ]]]
51	[[[2052.6    1042.2001  701.64  ]]]
52	[[[2051.4001  1043.4      928.80005]]]
53	[[[2052.6  1043.4   929.12]]]
54	[[[2053.8    1042.2001  701.28  ]]]
55	[[[2055.   1041.    699.56]]]
56	[[[2051.4001  1042.2001   923.04004]]]
57	[[[2053.8    1042.2001  697.2   ]]]
58	[[[2052.6    1042.2001  701.96  ]]]
59	[[[2052.6    1042.2001  697.48  ]]]
60	[[[2052.6  1043.4   702.04]]]
61	[[[2051.4001 1043.4     928.96  ]]]
62	[[[2052.6    1044.6001  929.64  ]]]
63	[[[2053.8    1042.2001  697.2   ]]]
64	[[[2052.6    1042.2001  701.64  ]]]
65	[[[2052.6    1042.2001  701.68  ]]]
66	[[[2053.8  1043.4   701.32]]]
67	[[[2051.4001 1044.6001  929.12  ]]]
68	[[[2051.4001  1043.4      922.83997]]]
69	[[[2051.4001  1044.6001   928.80005]]]
70	[[[2052.6 1043.4  701.6]]]
71	[[[2051.4001  1043.4      929.04004]]]
72	[[[2051.4001 1039.8     925.36  ]]]
73	[[[2051.4001 1048.2001  926.48  ]]]
74	[[[2052.6 1043.4  701.8]]]
75	[[[2052.6  1043.4   701.48]]]
76	[[[2051.4001 1044.6001  929.48  ]]]
77	[[[2053.8  1041.    698.92]]]
78	[[[2053.8  1045.8   699.36]]]
79	[[[2047.8     1044.6001   925.92004]]]
80	[[[2050.2002  1048.2001   926.80005]]]
81	[[[2051.4001 1043.4     922.52  ]]]
82	[[[2050.2002 1044.6001  928.88  ]]]
83	[[[2050.2002 1042.2001  699.64  ]]]
84	[[[2052.6  1043.4   701.56]]]
85	[[[2052.6  1043.4   701.32]]]
86	[[[2052.6 1043.4  701.2]]]
87	[[[2051.4001  1044.6001   928.56006]]]
88	[[[2051.4001 1044.6001  928.64  ]]]
89	[[[2050.2002 1044.6001  928.96  ]]]
90	[[[2052.6  1043.4   697.04]]]
91	[[[2052.6  1043.4   701.12]]]
92	[[[2052.6    1044.6001  701.52  ]]]
93	[[[2052.6    1044.6001  701.2   ]]]
94	[[[2052.6  1043.4   696.76]]]
95	[[[2049.   1043.4   698.84]]]
96	[[[2050.2002 1044.6001  929.08  ]]]
97	[[[2052.6 1043.4  696.8]]]
98	[[[2052.6  1043.4   696.76]]]
99	[[[2052.6 1043.4  696.6]]]
100	[[[2050.2002 1047.      926.08  ]]]
101	[[[2050.2002  1044.6001   929.04004]]]
102	[[[2053.8  1041.    699.16]]]
103	[[[2052.6  1043.4   701.24]]]
104	[[[2052.6  1043.4   696.96]]]
105	[[[2052.6    1044.6001  929.08  ]]]
106	[[[2055.   1047.    927.08]]]
107	[[[2051.4001 1044.6001  928.64  ]]]
108	[[[2052.6  1045.8   699.04]]]
109	[[[2052.6    1044.6001  929.32  ]]]
110	[[[2051.4001 1044.6001  928.64  ]]]
111	[[[2051.4001 1044.6001  928.64  ]]]
112	[[[2051.4001 1043.4     922.36  ]]]
113	[[[2052.6  1043.4   701.36]]]
114	[[[2051.4001  1042.2001   922.16003]]]
115	[[[2052.6  1039.8   698.56]]]
116	[[[2050.2002 1041.      699.24  ]]]
117	[[[2051.4001 1042.2001  922.48  ]]]
118	[[[2051.4001 1044.6001  698.84  ]]]
119	[[[2053.8    1042.2001  700.8   ]]]
120	[[[2051.4001 1042.2001  922.6   ]]]
121	[[[2051.4001 1042.2001  928.4   ]]]
122	[[[2051.4001 1045.8     925.76  ]]]
123	[[[2051.4001 1042.2001  922.48  ]]]
124	[[[2051.4001 1042.2001  928.32  ]]]
125	[[[2051.4001 1042.2001  928.64  ]]]
126	[[[2051.4001  1041.       922.04004]]]
127	[[[2053.8  1043.4   698.84]]]
128	[[[2051.4001  1042.2001   928.80005]]]
129	[[[2052.6  1041.    700.96]]]
130	[[[2051.4001  1044.6001   925.80005]]]
131	[[[2052.6    1042.2001  928.64  ]]]
132	[[[2052.6    1042.2001  928.88  ]]]
133	[[[2052.6    1042.2001  929.28  ]]]
