0	[[[2189.4001  983.4     705.44  ]]]
1	[[[2191.8   983.4   708.44]]]
2	[[[2191.8   983.4   708.44]]]
3	[[[2188.2002   985.80005  938.8    ]]]
4	[[[2189.4001   984.60004  937.48   ]]]
5	[[[2189.4001   984.60004  705.04   ]]]
6	[[[2189.4001   985.80005  938.04004]]]
7	[[[2188.2002   985.80005  937.72003]]]
8	[[[2185.8      985.80005  933.76   ]]]
9	[[[2188.2002   985.80005  937.4    ]]]
10	[[[2188.2002   984.60004  931.28   ]]]
11	[[[2188.2002   987.00006  937.96   ]]]
12	[[[2188.2002   985.80005  937.08   ]]]
13	[[[2189.4001  982.2     934.68  ]]]
14	[[[2191.8      985.80005  703.44   ]]]
15	[[[2191.8      984.60004  708.2    ]]]
16	[[[2188.2002   985.80005  937.08   ]]]
17	[[[2188.2002   985.80005  937.16003]]]
18	[[[2188.2002  988.2     938.08  ]]]
19	[[[2189.4001   987.00006  937.4    ]]]
20	[[[2187.       985.80005  936.84   ]]]
21	[[[2191.8      985.80005  708.44   ]]]
22	[[[2189.4001   987.00006  937.92004]]]
23	[[[2191.8      985.80005  708.48   ]]]
24	[[[2193.    988.2   705.88]]]
25	[[[2191.8      985.80005  708.52   ]]]
26	[[[2189.4001  988.2     938.48  ]]]
27	[[[2188.2002   987.00006  937.48   ]]]
28	[[[2190.6      987.00006  704.08   ]]]
29	[[[2191.8      987.00006  708.48   ]]]
30	[[[2191.8   989.4   706.44]]]
31	[[[2187.    988.2   937.84]]]
32	[[[2189.4001  988.2     937.84  ]]]
33	[[[2187.       988.2      936.92004]]]
34	[[[2189.4001  988.2     937.68  ]]]
35	[[[2190.6      987.00006  707.92   ]]]
36	[[[2184.6   989.4   933.88]]]
37	[[[2191.8      990.60004  705.88   ]]]
38	[[[2188.2002  988.2     931.88  ]]]
39	[[[2190.6      987.00006  702.92   ]]]
40	[[[2187.       988.2      937.72003]]]
41	[[[2188.2002  988.2     937.48  ]]]
42	[[[2188.2002  988.2     931.56  ]]]
