0	[[[2177.4001 1091.4     920.44  ]]]
1	[[[2178.6    1090.2001  922.44  ]]]
2	[[[2179.8     1091.4      917.92004]]]
3	[[[2178.6  1091.4   918.24]]]
4	[[[2175.   1093.8   922.52]]]
5	[[[2173.8 1093.8  917.6]]]
6	[[[2173.8  1089.    918.48]]]
7	[[[2175.     1092.6001  916.48  ]]]
8	[[[2175.     1090.2001  920.44  ]]]
9	[[[2176.2002 1090.2001  920.56  ]]]
10	[[[2173.8 1089.   918.8]]]
11	[[[2173.8     1093.8      917.72003]]]
12	[[[2173.8     1093.8      917.92004]]]
13	[[[2175.     1090.2001  920.12  ]]]
14	[[[2175.  1091.4  921.2]]]
15	[[[2177.4001 1092.6001  918.8   ]]]
16	[[[2176.2002 1091.4     919.88  ]]]
17	[[[2173.8  1093.8   918.32]]]
18	[[[2177.4001 1091.4     919.    ]]]
19	[[[2175.     1090.2001  920.2   ]]]
20	[[[2173.8    1090.2001  920.88  ]]]
21	[[[2176.2002 1090.2001  922.6   ]]]
22	[[[2176.2002 1089.      922.2   ]]]
23	[[[2176.2002 1089.      922.52  ]]]
24	[[[2175.     1090.2001  920.88  ]]]
25	[[[2172.6  1091.4   917.36]]]
26	[[[2173.8    1090.2001  921.28  ]]]
27	[[[2173.8  1089.    919.88]]]
28	[[[2173.8 1091.4  921.2]]]
29	[[[2175.     1090.2001  920.32  ]]]
30	[[[2172.6 1095.   924.6]]]
31	[[[2181.   1095.    924.24]]]
32	[[[2173.8    1090.2001  920.4   ]]]
33	[[[2173.8  1091.4   920.28]]]
34	[[[2171.4001  1095.       924.92004]]]
35	[[[2172.6    1090.2001  920.32  ]]]
36	[[[2172.6     1091.4      916.92004]]]
37	[[[2172.6    1090.2001  920.64  ]]]
38	[[[2173.8  1091.4   920.88]]]
39	[[[2173.8    1090.2001  920.64  ]]]
40	[[[2176.2002 1090.2001  922.96  ]]]
41	[[[2172.6    1090.2001  920.2   ]]]
42	[[[2172.6    1090.2001  920.2   ]]]
43	[[[2172.6 1091.4  921.2]]]
44	[[[2173.8    1092.6001  920.88  ]]]
45	[[[2172.6    1090.2001  920.12  ]]]
46	[[[2175.     1090.2001  921.88  ]]]
47	[[[2172.6  1093.8   918.24]]]
48	[[[2172.6     1096.2001   924.92004]]]
49	[[[2172.6  1093.8   918.32]]]
50	[[[2173.8  1091.4   921.28]]]
51	[[[2173.8  1091.4   920.32]]]
52	[[[2175.  1091.4  921.2]]]
53	[[[2173.8    1092.6001  921.28  ]]]
54	[[[2175.   1091.4   920.88]]]
55	[[[2175.     1092.6001  920.2   ]]]
56	[[[2172.6 1089.   919.2]]]
57	[[[2175.   1091.4   921.32]]]
58	[[[2172.6  1093.8   918.24]]]
59	[[[2173.8    1092.6001  921.2   ]]]
60	[[[2173.8  1091.4   920.56]]]
61	[[[2172.6     1095.       923.92004]]]
62	[[[2172.6     1095.       923.72003]]]
63	[[[2173.8    1092.6001  921.96  ]]]
64	[[[2173.8  1091.4   920.64]]]
65	[[[2172.6  1095.    918.32]]]
66	[[[2172.6  1095.    918.88]]]
67	[[[2173.8  1091.4   920.56]]]
68	[[[2173.8    1092.6001  921.88  ]]]
69	[[[2172.6  1095.    918.56]]]
70	[[[2172.6     1095.       918.92004]]]
71	[[[2171.4001  1093.8      917.92004]]]
72	[[[2176.2002 1091.4     923.28  ]]]
73	[[[2172.6    1092.6001  921.56  ]]]
74	[[[2175.     1092.6001  920.76  ]]]
75	[[[2172.6  1095.    918.48]]]
76	[[[2172.6  1095.    918.56]]]
77	[[[2172.6 1093.8  917.8]]]
78	[[[2171.4001 1096.2001  925.4   ]]]
79	[[[2172.6  1093.8   918.48]]]
80	[[[2173.8    1092.6001  921.68  ]]]
81	[[[2172.6 1095.   918.8]]]
82	[[[2172.6    1090.2001  919.48  ]]]
83	[[[2175.     1092.6001  921.88  ]]]
84	[[[2172.6  1093.8   918.24]]]
85	[[[2175.     1092.6001  921.2   ]]]
86	[[[2175.     1092.6001  921.76  ]]]
87	[[[2172.6  1095.    918.24]]]
88	[[[2172.6  1095.    918.88]]]
89	[[[2173.8    1090.2001  920.2   ]]]
90	[[[2175.     1092.6001  921.88  ]]]
91	[[[2173.8    1092.6001  921.88  ]]]
92	[[[2173.8  1095.    923.84]]]
93	[[[2173.8    1090.2001  919.88  ]]]
94	[[[2177.4001 1091.4     923.84  ]]]
95	[[[2173.8    1092.6001  921.84  ]]]
96	[[[2175.   1091.4   921.64]]]
97	[[[2177.4001 1091.4     923.2   ]]]
98	[[[2177.4001 1091.4     923.28  ]]]
99	[[[2173.8  1091.4   920.96]]]
100	[[[2177.4001  1091.4      923.04004]]]
101	[[[2173.8    1090.2001  919.88  ]]]
102	[[[2175.   1093.8   917.68]]]
103	[[[2176.2002 1092.6001  921.6   ]]]
104	[[[2177.4001 1092.6001  923.28  ]]]
105	[[[2173.8    1096.2001  924.6   ]]]
106	[[[2176.2002 1092.6001  922.28  ]]]
107	[[[2175.   1095.    918.32]]]
108	[[[2176.2002 1092.6001  921.64  ]]]
109	[[[2178.6  1093.8   919.64]]]
110	[[[2175.   1093.8   922.64]]]
111	[[[2173.8    1096.2001  919.4   ]]]
112	[[[2175.   1091.4   915.44]]]
113	[[[2176.2002 1093.8     922.2   ]]]
114	[[[2175.     1092.6001  921.2   ]]]
115	[[[2173.8  1091.4   919.56]]]
116	[[[2175.     1090.2001  919.56  ]]]
117	[[[2176.2002 1092.6001  921.52  ]]]
118	[[[2176.2002 1092.6001  922.2   ]]]
119	[[[2176.2002 1092.6001  922.28  ]]]
120	[[[2176.2002 1093.8     921.2   ]]]
121	[[[2176.2002 1091.4     921.32  ]]]
122	[[[2176.2002 1093.8     921.64  ]]]
123	[[[2178.6  1093.8   919.96]]]
124	[[[2178.6     1092.6001   923.92004]]]
125	[[[2175.   1095.    918.56]]]
126	[[[2173.8 1095.   919. ]]]
127	[[[2176.2002 1093.8     921.2   ]]]
128	[[[2175.     1092.6001  921.64  ]]]
129	[[[2172.6 1091.4  919.4]]]
130	[[[2177.4001 1093.8     922.96  ]]]
131	[[[2176.2002 1092.6001  922.6   ]]]
132	[[[2172.6    1096.2001  919.32  ]]]
133	[[[2175.   1095.    922.96]]]
134	[[[2173.8  1095.    917.56]]]
135	[[[2175.   1095.    922.28]]]
136	[[[2173.8    1096.2001  919.24  ]]]
137	[[[2172.6    1092.6001  919.32  ]]]
138	[[[2172.6    1096.2001  918.56  ]]]
