0	[[[2164.2002  976.2     709.    ]]]
1	[[[2165.4001  977.4     708.52  ]]]
2	[[[2161.8      978.60004  939.72003]]]
3	[[[2161.8      978.60004  938.96   ]]]
4	[[[2165.4001   978.60004  707.36   ]]]
5	[[[2161.8  977.4  938.8]]]
6	[[[2160.6      978.60004  939.72003]]]
7	[[[2164.2002  976.2     708.8   ]]]
8	[[[2164.2002  976.2     704.32  ]]]
9	[[[2161.8      973.80005  935.76   ]]]
10	[[[2160.6   977.4   932.48]]]
11	[[[2164.2002  976.2     708.96  ]]]
12	[[[2160.6  977.4  938.4]]]
13	[[[2160.6      973.80005  935.76   ]]]
14	[[[2164.2002  976.2     704.64  ]]]
15	[[[2163.    977.4   709.76]]]
16	[[[2160.6   977.4   938.48]]]
17	[[[2159.4001   978.60004  939.08   ]]]
18	[[[2163.    977.4   704.76]]]
19	[[[2159.4001   978.60004  938.6    ]]]
20	[[[2159.4001   977.4      938.16003]]]
21	[[[2159.4001   978.60004  938.92004]]]
22	[[[2164.2002  977.4     709.36  ]]]
23	[[[2159.4001   978.60004  938.88   ]]]
24	[[[2164.2002  977.4     709.28  ]]]
25	[[[2159.4001   979.80005  939.56   ]]]
26	[[[2164.2002  977.4     709.2   ]]]
27	[[[2165.4001   979.80005  707.12   ]]]
28	[[[2160.6      979.80005  939.32   ]]]
29	[[[2160.6      979.80005  939.32   ]]]
30	[[[2160.6      978.60004  949.2    ]]]
31	[[[2163.       978.60004  704.84   ]]]
32	[[[2163.   982.2  936.6]]]
33	[[[2161.8      979.80005  938.92004]]]
34	[[[2160.6      979.80005  938.16003]]]
35	[[[2160.6      978.60004  937.4    ]]]
36	[[[2157.       979.80005  935.16003]]]
37	[[[2164.2002   978.60004  704.12   ]]]
38	[[[2164.2002   978.60004  704.48   ]]]
39	[[[2160.6      981.00006  939.28   ]]]
40	[[[2160.6      978.60004  938.24   ]]]
41	[[[2160.6      979.80005  937.84   ]]]
42	[[[2160.6      979.80005  937.8    ]]]
43	[[[2160.6      981.00006  939.56   ]]]
44	[[[2160.6      979.80005  938.16003]]]
45	[[[2161.8      981.00006  938.80005]]]
46	[[[2159.4001   981.00006  938.4    ]]]
47	[[[2164.2002  982.2     707.04  ]]]
48	[[[2160.6      981.00006  939.4    ]]]
49	[[[2161.8   982.2   939.32]]]
50	[[[2160.6      979.80005  932.68   ]]]
51	[[[2164.2002   979.80005  708.8    ]]]
52	[[[2161.8      981.00006  938.64   ]]]
53	[[[2159.4001   981.00006  938.64   ]]]
54	[[[2159.4001   981.00006  938.     ]]]
55	[[[2159.4001  982.2     939.2   ]]]
56	[[[2163.       981.00006  704.68   ]]]
57	[[[2161.8      984.60004  937.4    ]]]
58	[[[2160.6      982.2      939.16003]]]
59	[[[2159.4001   981.00006  937.84   ]]]
60	[[[2164.2002   979.80005  709.12   ]]]
61	[[[2163.       979.80005  708.64   ]]]
62	[[[2160.6  982.2  938.8]]]
63	[[[2163.       979.80005  709.08   ]]]
64	[[[2163.       979.80005  704.4    ]]]
65	[[[2159.4001   981.00006  938.08   ]]]
66	[[[2164.2002  982.2     707.    ]]]
67	[[[2160.6      982.2      939.04004]]]
68	[[[2159.4001   981.00006  937.96   ]
  [1074.6001  1213.8      865.36   ]]]
69	[[[2160.6   982.2   939.48]]]
70	[[[2160.6   982.2   938.84]]]
71	[[[2164.2002  983.4     707.08  ]]]
72	[[[2164.2002   981.00006  709.16   ]]]
73	[[[2159.4001  982.2     938.64  ]]]
74	[[[2160.6      982.2      938.72003]]]
75	[[[2165.4001  983.4     707.44  ]]]
76	[[[2163.       981.00006  708.92   ]]]
77	[[[2160.6   982.2   938.64]]]
78	[[[2159.4001   978.60004  935.08   ]]]
79	[[[2164.2002   981.00006  709.2    ]]]
80	[[[2160.6      983.4      939.04004]]]
81	[[[2159.4001   982.2      938.72003]]]
82	[[[2164.2002   981.00006  709.2    ]]]
83	[[[2161.8      981.00006  938.4    ]]]
84	[[[2159.4001  983.4     938.96  ]]]
85	[[[2160.6   983.4   938.88]]]
86	[[[2158.2002   983.4      938.92004]]]
87	[[[2159.4001  983.4     939.36  ]]]
88	[[[2163.   982.2  704.4]]]
89	[[[2163.    982.2   708.76]]]
90	[[[2159.4001  983.4     932.28  ]]]
91	[[[2160.6      984.60004  938.4    ]]]
92	[[[2159.4001  983.4     932.48  ]]]
93	[[[2163.    982.2   708.84]]]
94	[[[2159.4001   984.60004  938.48   ]]]
95	[[[2159.4001   979.80005  934.92004]]]
96	[[[2159.4001  983.4     931.96  ]]]
