frame_nr,time,measurement_available,x,y,state1,state2,state3,state4,state5
0.0,0.0,0.0,-10.131569068011494,24.173938853721477,-10.131569068011494,24.173938853721477,5.965731453721513,-4.115965597929044,-0.27540328541011544
1.0,0.04,0.0,-10.04501527781604,24.20472830756353,-10.04501527781604,24.20472830756353,5.966617848480299,-4.128333889407527,-0.27067142439848
2.0,0.08,0.0,-9.961902672569805,24.231734547122475,-9.961902672569805,24.231734547122475,5.967652247244017,-4.139381536260259,-0.26498418988350586
3.0,0.12,0.0,-9.884223465343831,24.25814741043116,-9.884223465343831,24.25814741043116,5.968855001554946,-4.148822639134324,-0.2586765282617574
4.0,0.16,0.0,-9.803624939327374,24.28222938886768,-9.803624939327374,24.28222938886768,5.970242339864688,-4.156481337787825,-0.2520448564054881
5.0,0.2,0.0,-9.72665934421637,24.30651166534415,-9.72665934421637,24.30651166534415,5.971837409908926,-4.162338349326135,-0.24524924620635544
6.0,0.24,0.0,-9.648324305965605,24.329178585615516,-9.648324305965605,24.329178585615516,5.973650007034508,-4.166396789117339,-0.2385067905497028
7.0,0.28,0.0,-9.570324077866681,24.352623735570646,-9.570324077866681,24.352623735570646,5.9756932199829205,-4.168705781164018,-0.231880023806332
8.0,0.32,0.0,-9.491762719355508,24.37579751575146,-9.491762719355508,24.37579751575146,5.977962192858187,-4.16932869033455,-0.2255864831909622
9.0,0.36,0.0,-9.413623531136075,24.39969813899663,-9.413623531136075,24.39969813899663,5.980455348713929,-4.168389701289923,-0.21961527562414665
10.0,0.4,1.0,-9.33711143498598,24.420959744740703,-9.33711143498598,24.420959744740703,5.983150048376595,-4.16603514943051,-0.214261407758362
11.0,0.44,1.0,-9.256462217258534,24.445981190739,-9.256462217258534,24.445981190739,5.986026927415294,-4.162438138076654,-0.209438477653875
12.0,0.48,1.0,-9.100667639212755,24.49832073933517,-9.100667639212755,24.49832073933517,5.990402253209096,-4.1654379013554195,-0.2014987163322112
13.0,0.52,1.0,-8.933079296526975,24.554428047502775,-8.933079296526975,24.554428047502775,5.995188395721517,-4.1656589183254935,-0.19415960560237538
14.0,0.56,1.0,-8.769618294227378,24.613330653765427,-8.769618294227378,24.613330653765427,6.000362383153919,-4.1632865776463355,-0.1873448129086594
15.0,0.6,1.0,-8.599862496877517,24.670803147711936,-8.599862496877517,24.670803147711936,6.005877033968181,-4.15829672036447,-0.18103433420359377
16.0,0.64,1.0,-8.431120247516473,24.728203716324092,-8.431120247516473,24.728203716324092,6.011683180181018,-4.150981535436573,-0.1751109472105776
17.0,0.68,1.0,-8.262960055416007,24.78294242295939,-8.262960055416007,24.78294242295939,6.01770217824024,-4.141146778474544,-0.16959718710188149
18.0,0.72,1.0,-8.097170456027053,24.838005957436657,-8.097170456027053,24.838005957436657,6.023868513357439,-4.12920733870423,-0.16434794744461068
19.0,0.76,1.0,-7.9380446263961035,24.886218725501916,-7.9380446263961035,24.886218725501916,6.030095425808374,-4.115614256348622,-0.159519747148599
20.0,0.8,1.0,-7.780270026282291,24.93565909444244,-7.780270026282291,24.93565909444244,6.036313650484493,-4.1007441847092245,-0.15495204792710715
21.0,0.84,1.0,-7.616834838363991,24.982594482638508,-7.616834838363991,24.982594482638508,6.042454253883478,-4.0849981749026405,-0.15110076287134588
22.0,0.88,1.0,-7.456552767616121,25.029645512788115,-7.456552767616121,25.029645512788115,6.048454196736413,-4.068744761781269,-0.14779596670258305
23.0,0.92,1.0,-7.291933051856981,25.075554183797276,-7.291933051856981,25.075554183797276,6.054254865332142,-4.0524161356818045,-0.14490509429739515
24.0,0.96,1.0,-7.135787395666048,25.12076112177163,-7.135787395666048,25.12076112177163,6.05980778872898,-4.0363621288805644,-0.14227898452840554
25.0,1.0,1.0,-6.973611380454128,25.16660372019725,-6.973611380454128,25.16660372019725,6.065067207440808,-4.020839705023981,-0.13983531751487058
26.0,1.04,1.0,-6.813094142878254,25.209766519397576,-6.813094142878254,25.209766519397576,6.069998266746519,-4.006055111179302,-0.13744622055598987
27.0,1.08,1.0,-6.65175935572545,25.254030467991974,-6.65175935572545,25.254030467991974,6.074581407701832,-3.9921618015704743,-0.13509612548018543
28.0,1.12,1.0,-6.49053180630437,25.294275919049007,-6.49053180630437,25.294275919049007,6.07880886669984,-3.979232319647867,-0.1326523572840944
29.0,1.16,1.0,-6.327972008731606,25.336358254104564,-6.327972008731606,25.336358254104564,6.082688012244342,-3.9672576630796095,-0.13017260131092603
30.0,1.2,1.0,-6.165484239253593,25.37764247211766,-6.165484239253593,25.37764247211766,6.086227626193495,-3.9561751482143306,-0.12744464082828177
31.0,1.24,1.0,-6.004809486825971,25.413439257943285,-6.004809486825971,25.413439257943285,6.089461412937491,-3.9459005920592842,-0.12459651178084068
32.0,1.28,1.0,-5.845537244418043,25.447101826591652,-5.845537244418043,25.447101826591652,6.092383738034931,-3.9363268190698983,-0.12118058470710613
33.0,1.32,1.0,-5.691912202481719,25.479139162692817,-5.691912202481719,25.479139162692817,6.095055860715375,-3.9272849198914805,-0.11739205780837769
34.0,1.36,1.0,-5.536509129896601,25.504068610131842,-5.536509129896601,25.504068610131842,6.0974373780866795,-3.918599129122338,-0.11343753524830344
35.0,1.4000000000000001,1.0,-5.3851104610013625,25.527661064964057,-5.3851104610013625,25.527661064964057,6.099603570113901,-3.9100906105479445,-0.10954227700839947
36.0,1.44,1.0,-5.230731567885668,25.551269739004894,-5.230731567885668,25.551269739004894,6.101411017986205,-3.901596143903686,-0.10592268817851291
37.0,1.48,1.0,-5.08107575909912,25.576530586163464,-5.08107575909912,25.576530586163464,6.102947672747427,-3.892928997513151,-0.10280562652883099
