frame_nr,time,measurement_available,x,y,state1,state2,state3,state4,state5
0.0,0.0,0.0,-16.53956067007427,25.574516038984065,-16.53956067007427,25.574516038984065,5.62226173359605,-1.94304368378659,-0.2905160153358569
1.0,0.04,0.0,-16.520995841631986,25.596221715445754,-16.520995841631986,25.596221715445754,5.630990602794884,-1.9439558155218624,-0.2904231917909436
2.0,0.08,0.0,-16.49841076426817,25.621329546344153,-16.49841076426817,25.621329546344153,5.639890022041282,-1.9438680638683876,-0.2903016453059692
3.0,0.12,0.0,-16.476494841451455,25.65251947698961,-16.476494841451455,25.65251947698961,5.648850821007588,-1.9427860698403023,-0.2901385287161247
4.0,0.16,0.0,-16.453470923494834,25.682460467518574,-16.453470923494834,25.682460467518574,5.657762827546725,-1.9408459411268157,-0.2899233402985659
5.0,0.2,0.0,-16.42961245203285,25.713018011499265,-16.42961245203285,25.713018011499265,5.666520787797878,-1.9382607949862076,-0.2896329489341398
6.0,0.24,0.0,-16.399100442697197,25.74703144682804,-16.399100442697197,25.74703144682804,5.675029258746972,-1.9352879092363102,-0.28924751923509007
7.0,0.28,0.0,-16.37041542111126,25.77489260304017,-16.37041542111126,25.77489260304017,5.683197022115536,-1.9321891426741464,-0.28872488615155756
8.0,0.32,0.0,-16.339066170733496,25.80267575769436,-16.339066170733496,25.80267575769436,5.69094328031148,-1.9292374233232408,-0.28802769647817394
9.0,0.36,0.0,-16.307001014144614,25.83046356822031,-16.307001014144614,25.83046356822031,5.69819914492594,-1.9266759456787301,-0.2870784130837121
10.0,0.4,1.0,-16.273495874909155,25.855826933633868,-16.273495874909155,25.855826933633868,5.704918063168946,-1.9247141130784322,-0.28580666147485867
11.0,0.44,1.0,-16.242105228971592,25.880793711883804,-16.242105228971592,25.880793711883804,5.711072416220423,-1.9235376490931266,-0.2840688926394218
12.0,0.48,1.0,-16.176362799731677,25.933819365713184,-16.176362799731677,25.933819365713184,5.724004543558461,-1.9240331026980386,-0.28129909081769905
13.0,0.52,1.0,-16.112023529888532,25.984985972623328,-16.112023529888532,25.984985972623328,5.736377485219371,-1.9249377706869004,-0.2775623850176526
14.0,0.56,1.0,-16.044937052451893,26.033717413466697,-16.044937052451893,26.033717413466697,5.748075130254372,-1.926513741134834,-0.27269032659480485
15.0,0.6,1.0,-15.981246536300654,26.081639684632346,-15.981246536300654,26.081639684632346,5.7589300565828285,-1.928844176743248,-0.26653129112408724
16.0,0.64,1.0,-15.919706615643971,26.124212213664897,-15.919706615643971,26.124212213664897,5.76885345649878,-1.9321327193671916,-0.2589632950646333
17.0,0.68,1.0,-15.85790865804401,26.170858037991604,-15.85790865804401,26.170858037991604,5.777634590776743,-1.9362121323128452,-0.24988972791588013
18.0,0.72,1.0,-15.797061108503133,26.211763003725387,-15.797061108503133,26.211763003725387,5.785198576283284,-1.9412072062360775,-0.23926129654367503
19.0,0.76,1.0,-15.733265591984795,26.253325027505724,-15.733265591984795,26.253325027505724,5.791502342054089,-1.9471680677859324,-0.2270626262870195
20.0,0.8,1.0,-15.67359516126032,26.292241348692595,-15.67359516126032,26.292241348692595,5.7965311133041535,-1.9540529617099653,-0.21335013861846647
21.0,0.84,1.0,-15.606438731556093,26.333500024990666,-15.606438731556093,26.333500024990666,5.8002984452285435,-1.9617660429454709,-0.19822041955285113
22.0,0.88,1.0,-15.542018928147368,26.369943719013417,-15.542018928147368,26.369943719013417,5.802840186003957,-1.970096627061523,-0.18188436751567674
